brand,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Maruti Ertiga VXI Petrol,Maruti,2018,2.5996358133442783,6200,True,True,True,1,19.34,1462.0,0.0,7.0
Maruti Celerio X ZXI,Maruti,2020,2.5200498461606777,120000,True,True,True,2,21.63,998.0,0.0,5.0
Maruti Wagon R LXI BS IV,Maruti,2016,2.5467609805721936,70000,True,True,True,1,20.51,998.0,0.0,5.0
Maruti Omni 5 Str STD,Maruti,1998,2.4238980612040533,70000,True,True,True,1,14.0,796.0,0.0,5.0
Mahindra Scorpio S2 7 Seater,Mahindra,2017,2.61395866453803,110000,False,True,True,1,15.4,2523.0,0.0,7.0
Hyundai Santro Xing XG,Hyundai,2004,2.4119999256830145,158000,True,True,True,1,0.0,1248.0,,5.0
Chevrolet Spark 1.0 LS,Chevrolet,2007,2.4342767273655532,93000,True,True,True,3,18.0,995.0,0.0,5.0
Chevrolet Tavera Neo 3 10 Seats BSIII,Chevrolet,2014,2.5881162238935986,110000,False,True,True,1,13.58,2499.0,0.0,10.0
Maruti Alto LX,Maruti,2007,2.469203164398985,57000,True,True,True,1,19.7,796.0,0.0,5.0
Hyundai Accent GLE,Hyundai,2005,2.478082633484265,120000,True,True,True,1,13.2,1495.0,0.0,5.0
Tata Indigo CS eLX BS IV,Tata,2012,2.522891290077633,35000,False,True,True,1,23.03,1396.0,0.0,5.0
Tata Indigo CS eLS BS IV,Tata,2012,2.5097116808831177,90000,False,True,True,1,23.03,1396.0,0.0,5.0
Tata Indigo eCS LX BSIV,Tata,2012,2.5187513043798524,35000,False,True,True,2,23.03,1396.0,0.0,5.0
Maruti Swift Dzire VXi,Maruti,2009,2.516760082909491,120000,True,True,True,1,17.5,1298.0,0.0,5.0
Hyundai Creta 1.4 E Plus,Hyundai,2018,2.6217656761123087,60000,False,True,True,1,22.1,1396.0,0.0,5.0
Tata Indigo eCS LX BSIV,Tata,2011,2.5078410759756937,70000,False,True,True,1,23.03,1396.0,0.0,5.0
Maruti Zen LX,Maruti,1999,2.381375781933921,60000,True,True,True,4,17.3,993.0,0.0,5.0
Honda Amaze S i-Dtech,Honda,2013,2.5372087016784293,100000,False,True,True,1,25.8,1498.0,0.0,5.0
Hyundai i10 Magna,Hyundai,2008,2.5097116808831177,35000,True,True,True,1,20.36,1197.0,0.0,5.0
Maruti Swift Vdi BSIII,Maruti,2008,2.499857233887406,90000,False,True,True,3,17.8,1248.0,0.0,5.0
Hyundai i20 Active 1.2 S,Hyundai,2015,2.5941143287542214,50000,True,True,True,1,17.19,1197.0,0.0,5.0
Hyundai i20 1.2 Magna,Hyundai,2011,2.5467609805721936,98000,True,True,True,1,18.5,1197.0,0.0,5.0
Hyundai i20 Asta 1.2,Hyundai,2013,2.5489653144403843,30000,True,True,True,1,18.5,1197.0,0.0,5.0
Hyundai Elantra SX,Hyundai,2013,2.5815548399062984,50000,True,True,True,2,16.3,1797.0,0.0,5.0
Hyundai Grand i10 Sportz,Hyundai,2016,2.5727771532544006,26000,True,True,True,1,18.9,1197.0,0.0,5.0
Maruti Alto LXi,Maruti,2011,2.499857233887406,46000,True,True,True,2,19.7,796.0,0.0,5.0
Maruti Alto LX,Maruti,2010,2.462666921556555,80000,True,True,True,4,19.7,796.0,0.0,5.0
Tata Tiago 1.2 Revotron XZ,Tata,2019,2.5679433014849664,10000,True,True,True,1,23.84,1199.0,0.0,5.0
Maruti Alto 800 LXI,Maruti,2015,2.527688832016328,16700,True,True,True,1,22.74,796.0,0.0,5.0
Maruti Swift Dzire VDI,Maruti,2018,2.5974796982710355,70000,False,True,True,1,28.4,1248.0,0.0,5.0
Maruti Swift Dzire ZXI,Maruti,2015,2.5881162238935986,7967,True,True,True,1,20.85,1197.0,0.0,5.0
Maruti Swift ZXI Plus,Maruti,2018,2.601726739812297,20000,True,True,True,1,22.0,1197.0,0.0,5.0
Maruti Swift VDI BSIV,Maruti,2011,2.5332785229400647,50000,False,True,True,1,0.0,1248.0,,5.0
Renault KWID RXT Optional,Renault,2016,2.5480915997796276,9656,True,True,True,1,25.17,799.0,0.0,5.0
Hyundai i10 Era,Hyundai,2011,2.5115368702785252,50000,True,True,True,1,19.81,1086.0,0.0,5.0
Ford Freestyle Titanium Diesel BSIV,Ford,2019,2.60223972747565,17000,False,True,True,1,24.4,1498.0,0.0,5.0
Chevrolet Spark 1.0 LT,Chevrolet,2010,2.46600324507219,50000,True,True,True,1,18.0,995.0,0.0,5.0
Renault KWID RXT,Renault,2015,2.534612089697972,10000,True,True,True,1,25.17,799.0,0.0,5.0
Hyundai i20 Sportz 1.2,Hyundai,2013,2.5571668309410573,43000,True,True,True,2,18.5,1197.0,0.0,5.0
Hyundai Verna 1.4 CX,Hyundai,2013,2.5815548399062984,50000,False,True,True,1,23.5,1396.0,0.0,5.0
Maruti Wagon R PRIMEA,Maruti,2006,2.4591825218108685,90000,True,True,True,2,18.9,998.0,0.0,5.0
Mahindra Xylo D4 BSIV,Mahindra,2012,2.559079084122864,100000,False,True,True,2,14.0,2498.0,0.0,8.0
Hyundai Santro Xing (Non-AC),Hyundai,2010,2.4517148155804023,80000,True,True,True,2,0.0,1086.0,0.0,5.0
Mahindra Bolero 2011-2019 SLX,Mahindra,2012,2.5662564153311536,120000,False,True,True,1,15.96,2523.0,0.0,7.0
Maruti Swift VXI,Maruti,2019,2.5893578198276077,5000,True,True,True,1,21.21,1197.0,0.0,5.0
Ford Ecosport 1.5 DV5 MT Trend,Ford,2016,2.57656792129859,68609,False,False,True,1,22.7,1498.0,0.0,5.0
Ford EcoSport 1.5 TDCi Titanium BE BSIV,Ford,2018,2.620132887803051,33360,False,False,True,1,22.77,1498.0,0.0,5.0
Nissan Kicks XL BSIV,Nissan,2019,2.6148149627872947,14317,True,False,True,1,14.23,1498.0,0.0,5.0
Ford Figo Diesel Titanium,Ford,2012,2.5115368702785252,87237,False,False,True,2,20.0,1399.0,0.0,5.0
Ford Figo 1.5D Trend MT,Ford,2017,2.5743179027663876,62960,False,False,True,1,25.83,1498.0,0.0,5.0
Maruti Swift Dzire AMT VXI,Maruti,2017,2.5881162238935986,26634,True,False,False,1,21.21,1197.0,0.0,5.0
Ford Figo Diesel EXI Option,Ford,2012,2.499857233887406,163720,False,False,True,1,18.5,1399.0,0.0,5.0
Maruti Wagon R LXI BS IV,Maruti,2012,2.524726951178634,67998,True,False,True,1,18.9,998.0,0.0,5.0
Ford Freestyle Trend Diesel,Ford,2018,2.5941143287542214,20706,False,False,True,1,23.8,1499.0,0.0,5.0
Ford Figo Aspire 1.5 TDCi Trend,Ford,2015,2.560016735073869,100581,False,False,True,1,25.83,1498.0,0.0,5.0
Renault Duster 85PS Diesel RxE Adventure,Renault,2015,2.5881162238935986,67303,False,False,True,1,20.45,1461.0,0.0,5.0
Maruti Ritz VXi,Maruti,2013,2.544487660297609,79139,True,False,True,1,18.5,1197.0,0.0,5.0
Hyundai Grand i10 CRDi Sportz,Hyundai,2014,2.5467609805721936,84784,False,False,True,1,24.0,1120.0,0.0,5.0
Maruti Ritz LDi,Maruti,2012,2.524726951178634,130376,False,False,True,2,23.2,1248.0,0.0,5.0
Tata Safari DICOR 2.2 EX 4x2,Tata,2017,2.5911797685507985,72000,False,True,True,1,13.93,2179.0,0.0,7.0
Hyundai Verna CRDi SX,Hyundai,2008,2.5184231028679545,127000,False,True,True,2,16.8,1493.0,0.0,5.0
Maruti Swift VDI BSIV,Maruti,2014,2.5561911967927102,120000,False,True,True,1,25.2,1248.0,0.0,5.0
Fiat Punto 1.3 Emotion,Fiat,2010,2.4977224546738777,120000,False,True,True,2,0.0,1248.0,,5.0
Hyundai Xcent 1.1 CRDi S,Hyundai,2014,2.5727771532544006,100000,False,True,True,1,24.4,1120.0,0.0,5.0
Toyota Etios GD,Toyota,2012,2.5662564153311536,148000,False,True,True,2,0.0,1248.0,,5.0
Maruti Ertiga SHVS VDI,Maruti,2018,2.622453577020328,40000,False,True,True,1,24.52,1248.0,0.0,7.0
Maruti Swift Dzire VDI,Maruti,2013,2.578029100497648,110000,False,True,True,1,23.4,1248.0,0.0,5.0
Tata Tigor 1.2 Revotron XZ Option,Tata,2017,2.5815548399062984,30000,True,True,True,1,20.3,1199.0,0.0,5.0
Tata Indica Vista TDI LX,Tata,2014,2.5019335857292173,120000,False,True,True,2,19.1,1405.0,0.0,5.0
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,2017,2.5743179027663876,15000,True,True,True,1,18.16,1196.0,0.0,5.0
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2016,2.61176971949721,33500,False,True,True,1,23.65,1248.0,0.0,5.0
Mahindra Quanto C6,Mahindra,2012,2.5200498461606777,70000,False,True,True,1,17.21,1493.0,0.0,7.0
Toyota Etios Cross 1.2L G,Toyota,2015,2.5881162238935986,10000,True,True,True,1,18.16,1197.0,0.0,5.0
Mahindra Scorpio S7 120,Mahindra,2018,2.645956547853289,22053,False,True,True,1,16.36,2179.0,0.0,7.0
Mahindra TUV 300 T8,Mahindra,2016,2.6066924631729558,50000,False,True,True,1,18.49,1493.0,0.0,7.0
Chevrolet Optra Magnum 2.0 LS,Chevrolet,2011,2.560016735073869,78432,False,True,True,1,16.52,1991.0,0.0,5.0
Hyundai Santa Fe 4X4,Hyundai,2011,2.61176971949721,125000,False,True,True,2,14.66,2199.0,0.0,7.0
Ford Aspire Trend Diesel BSIV,Ford,2018,2.5787485010290228,80000,False,True,True,1,26.1,1498.0,0.0,5.0
Toyota Innova 2.5 V Diesel 8-seater,Toyota,2006,2.561855688375752,270000,False,True,True,3,12.8,2494.0,0.0,8.0
Honda Brio V MT,Honda,2012,2.5372087016784293,50000,True,True,True,2,19.4,1198.0,0.0,5.0
Tata Tiago 1.2 Revotron XZ,Tata,2017,2.5552021627661214,20000,True,True,True,1,23.84,1199.0,0.0,5.0
Hyundai Creta 1.6 VTVT E Plus,Hyundai,2016,2.5996358133442783,30000,True,True,True,1,15.29,1591.0,0.0,5.0
Hyundai i10 Sportz 1.1L,Hyundai,2010,2.5019335857292173,70000,True,True,True,2,19.81,1086.0,0.0,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2013,2.629317243041716,7200,False,True,True,1,12.99,2494.0,0.0,8.0
Honda City i DTEC SV,Honda,2014,2.5855648807028477,97000,False,True,True,1,26.0,1498.0,0.0,5.0
Hyundai EON Era Plus,Hyundai,2014,2.5019335857292173,60000,True,True,True,2,21.1,814.0,0.0,5.0
Chevrolet Sail Hatchback Petrol LS ABS,Chevrolet,2013,2.5184231028679545,25000,True,True,True,1,18.2,1199.0,0.0,5.0
Hyundai i10 Sportz,Hyundai,2010,2.5059228222784604,94000,True,True,True,2,20.36,1197.0,0.0,5.0
Maruti Baleno LXI,Maruti,2005,2.381375781933921,90000,True,True,True,2,15.4,1590.0,0.0,5.0
Chevrolet Captiva 2.2 LTZ AWD,Chevrolet,2012,2.5996358133442783,50000,False,True,False,2,12.12,2231.0,0.0,7.0
Tata Bolt Quadrajet XE,Tata,2019,2.5952543423301284,35000,False,True,True,1,22.95,1248.0,0.0,5.0
Honda City i VTEC V,Honda,2015,2.5917766579661077,117500,True,True,True,2,17.4,1497.0,0.0,5.0
Mahindra XUV500 W8 2WD,Mahindra,2012,2.6220722727261374,78500,False,True,True,1,15.1,2179.0,0.0,7.0
Hyundai i20 1.2 Asta Dual Tone,Hyundai,2018,2.6037561880231173,8000,True,True,True,1,18.6,1197.0,0.0,5.0
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,Ford,2017,2.584253492492684,25000,True,True,True,1,18.12,1196.0,0.0,5.0
Hyundai Verna 1.6 SX,Hyundai,2012,2.5662564153311536,60000,False,True,True,3,22.32,1582.0,0.0,5.0
Datsun RediGO 1.0 T Option,Datsun,2019,2.5552021627661214,10000,True,True,True,1,22.5,999.0,0.0,5.0
Ford Ikon 1.6 Nxt,Ford,2009,2.493264304579342,70000,True,True,True,2,14.2,1597.0,0.0,5.0
Tata Nano LX,Tata,2015,2.46600324507219,60000,True,True,True,1,25.4,624.0,0.0,4.0
Honda City 2017-2020 GXi,Honda,2006,2.5262227012804486,70000,True,True,True,2,17.7,1497.0,0.0,5.0
Maruti 800 DX,Maruti,1997,2.398086149235235,25000,True,True,True,3,16.1,796.0,0.0,4.0
Hyundai Verna 1.6 Xi ABS,Hyundai,2006,2.4885295554686895,90000,True,True,True,3,13.9,1599.0,0.0,5.0
Hyundai Creta 1.6 CRDi SX,Hyundai,2015,2.6242544412015647,90000,False,True,True,1,19.67,1582.0,0.0,5.0
Tata Tiago 1.2 Revotron XM,Tata,2018,2.5727771532544006,25000,True,True,True,1,23.84,1199.0,0.0,5.0
Ford Fiesta Diesel Style,Ford,2012,2.5291264557754007,60000,False,True,True,2,23.5,1498.0,0.0,5.0
Tata Tiago 1.2 Revotron XM,Tata,2018,2.5552021627661214,25000,True,True,True,1,23.84,1199.0,0.0,5.0
Maruti Alto 800 VXI,Maruti,2013,2.4885295554686895,60000,True,True,True,4,22.74,796.0,0.0,5.0
Chevrolet Spark 1.0,Chevrolet,2008,2.3715902894886067,70000,True,True,True,1,18.0,995.0,0.0,5.0
Maruti Ertiga SHVS VDI,Maruti,2016,2.5929553083003656,80000,False,True,True,2,24.52,1248.0,0.0,7.0
Mahindra Scorpio S2 9 Seater,Mahindra,2015,2.5941143287542214,110000,False,True,True,2,15.4,2523.0,0.0,9.0
Mahindra Scorpio LX,Mahindra,2013,2.5743179027663876,115717,False,True,True,1,12.05,2179.0,0.0,9.0
Ford Fusion Plus 1.4 TDCi Diesel,Ford,2008,2.4342767273655532,110000,False,True,True,2,17.7,1399.0,0.0,5.0
Tata Aria Pure LX 4x2,Tata,2014,2.571202181814284,70000,False,True,True,2,15.05,2179.0,0.0,7.0
Maruti Swift VXI,Maruti,2019,2.5917766579661077,4000,True,True,True,1,21.21,1197.0,0.0,5.0
Hyundai i10 Sportz,Hyundai,2011,2.5200498461606777,50000,True,True,True,1,20.36,1197.0,0.0,5.0
Hyundai Grand i10 Sportz,Hyundai,2016,2.5421410555021846,70000,True,True,True,4,18.9,1197.0,0.0,5.0
Hyundai i10 Magna,Hyundai,2009,2.493264304579342,70000,True,True,True,2,20.36,1197.0,0.0,5.0
Hyundai i20 Magna,Hyundai,2010,2.5059228222784604,50000,True,True,True,2,18.5,1197.0,0.0,5.0
Maruti Swift Dzire ZDI,Maruti,2016,2.5815548399062984,55000,False,True,True,1,26.59,1248.0,0.0,5.0
Tata Nexon 1.2 Revotron XZA Plus,Tata,2020,2.6220722727261374,5000,True,True,False,1,17.0,1198.0,0.0,5.0
Mahindra Bolero 2011-2019 ZLX,Mahindra,2013,2.5627577644187696,100000,False,True,True,2,15.96,2523.0,0.0,7.0
Hyundai i10 Sportz,Hyundai,2014,2.5463119674688923,23000,True,True,True,2,20.36,1197.0,0.0,5.0
Maruti Alto 800 LX,Maruti,2014,2.5002770787193414,60000,True,True,True,2,22.74,796.0,0.0,5.0
Maruti Wagon R LXI Minor,Maruti,2010,2.478082633484265,70000,True,True,True,2,18.9,1061.0,0.0,5.0
Hyundai Santro Xing XS eRLX Euro III,Hyundai,2005,2.4342767273655532,82000,True,True,True,4,0.0,1248.0,,5.0
Maruti Wagon R LXI Minor,Maruti,2009,2.478082633484265,60000,True,True,True,2,18.9,1061.0,0.0,5.0
Tata Safari Storme VX Varicor 400,Tata,2019,2.641814532840189,100000,False,True,True,1,14.1,2179.0,0.0,7.0
Maruti Ertiga VDI,Maruti,2015,2.5881162238935986,90000,False,True,True,3,20.77,1248.0,0.0,7.0
Tata Nano Lx BSIV,Tata,2010,2.4053350334627517,26432,True,False,True,1,25.4,624.0,0.0,4.0
Maruti Omni E 8 Str STD,Maruti,2016,2.5097116808831177,46702,True,False,True,1,16.8,796.0,0.0,8.0
Maruti Omni E 8 Str STD,Maruti,2016,2.5097116808831177,46706,True,False,True,1,16.8,796.0,0.0,8.0
Tata Indica V2 eXeta GLS,Tata,2006,2.4517148155804023,53523,True,False,True,1,16.84,1193.0,0.0,5.0
Chevrolet Beat Diesel LT,Chevrolet,2012,2.490933555856897,56365,False,False,True,1,25.44,936.0,0.0,5.0
Chevrolet Spark 1.0 LT,Chevrolet,2011,2.483483061484839,49563,True,False,True,1,16.2,995.0,0.0,5.0
Maruti 800 Std BSIII,Maruti,2004,2.4053350334627517,56432,True,False,True,1,16.1,796.0,0.0,4.0
Maruti 800 AC,Maruti,2002,2.398086149235235,52365,True,False,True,2,16.1,796.0,0.0,4.0
Maruti Alto LXi BSIII,Maruti,2007,2.4591825218108685,53512,True,False,True,2,19.7,796.0,0.0,5.0
Hyundai Santro Xing XG,Hyundai,2005,2.4517148155804023,53563,True,False,True,2,0.0,1248.0,,5.0
Mahindra Ssangyong Rexton RX7,Mahindra,2013,2.625791914476011,40000,False,True,False,1,11.18,2696.0,0.0,7.0
Maruti Wagon R LXI BS IV,Maruti,2010,2.5097116808831177,46533,True,False,True,1,18.9,998.0,0.0,5.0
Maruti Omni E 8 Str STD,Maruti,2005,2.4476992630576646,59635,True,False,True,2,0.0,1248.0,,5.0
Maruti Omni 8 Seater BSIV,Maruti,2008,2.4555360859122586,58632,True,False,True,2,14.0,796.0,0.0,5.0
Mahindra XUV500 AT W6 2WD,Mahindra,2016,2.61395866453803,80000,False,True,False,2,16.0,2179.0,0.0,7.0
Maruti Ertiga SHVS VDI,Maruti,2016,2.6047489330351623,70000,False,True,True,1,24.52,1248.0,0.0,7.0
Renault KWID 1.0 RXT Optional,Renault,2017,2.524726951178634,90000,True,True,True,1,23.01,999.0,0.0,5.0
Ford Classic 1.6 Duratec Titanium,Ford,2014,2.5662564153311536,110000,True,True,True,2,14.09,1596.0,0.0,5.0
Mahindra Quanto C6,Mahindra,2013,2.5115368702785252,90000,False,True,True,1,17.21,1493.0,0.0,7.0
Mahindra Scorpio S10 7 Seater,Mahindra,2015,2.634281198726045,70000,False,True,True,1,15.4,2179.0,0.0,7.0
Maruti Swift VXI with ABS,Maruti,2009,2.5262227012804486,80000,True,True,True,1,16.6,1197.0,0.0,5.0
Maruti Alto LX,Maruti,2007,2.46600324507219,78000,True,True,True,1,19.7,796.0,0.0,5.0
Mahindra Bolero Power Plus SLE,Mahindra,2017,2.5952543423301284,45000,False,True,True,1,16.5,1493.0,0.0,7.0
Maruti Alto K10 VXI,Maruti,2015,2.516760082909491,50000,True,True,True,2,23.95,998.0,0.0,5.0
Maruti Alto 800 LXI,Maruti,2017,2.527688832016328,58000,True,True,True,1,24.7,796.0,0.0,5.0
Toyota Innova 2.5 VX 8 STR BSIV,Toyota,2012,2.6047489330351623,120000,False,True,True,1,12.8,2494.0,0.0,8.0
Chevrolet Aveo U-VA 1.2,Chevrolet,2007,2.4053350334627517,30000,True,True,True,2,14.7,1150.0,0.0,5.0
Tata Safari Storme EX,Tata,2017,2.61395866453803,162000,False,True,True,1,14.1,2179.0,0.0,7.0
Hyundai i20 1.2 Magna Executive,Hyundai,2018,2.5822392825041267,25000,True,True,True,2,18.6,1197.0,0.0,5.0
Mahindra Scorpio 1.99 S6 Plus,Mahindra,2015,2.61176971949721,60000,False,True,True,1,15.4,1997.0,0.0,7.0
Maruti Swift Dzire VDi,Maruti,2009,2.495525989812908,138000,False,True,True,2,19.3,1248.0,0.0,5.0
Hyundai i10 Magna,Hyundai,2010,2.493264304579342,70000,True,True,True,2,20.36,1197.0,0.0,5.0
Maruti Alto LXi,Maruti,2010,2.483483061484839,48000,True,True,True,2,19.7,796.0,0.0,5.0
Ford Endeavour 3.0L 4X2 AT,Ford,2012,2.5743179027663876,110000,False,True,False,1,11.4,2953.0,0.0,7.0
Maruti Swift VDI BSIV,Maruti,2014,2.552150983859205,88000,False,True,True,2,25.2,1248.0,0.0,5.0
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,2015,2.6181364375191847,68000,False,True,True,1,12.99,2494.0,0.0,7.0
Hyundai Grand i10 Sportz,Hyundai,2017,2.5679433014849664,70000,True,True,True,1,18.9,1197.0,0.0,5.0
Renault Duster 85PS Diesel RxL,Renault,2014,2.571202181814284,80000,False,True,True,1,20.45,1461.0,0.0,5.0
Maruti Swift VDI,Maruti,2013,2.539716459069636,100000,False,True,True,3,22.9,1248.0,0.0,5.0
Maruti Swift VDI,Maruti,2013,2.5511045968025123,96000,False,True,True,2,22.9,1248.0,0.0,5.0
Hyundai Santro Xing Base,Hyundai,2005,2.4238980612040533,123219,True,True,True,3,0.0,1248.0,,5.0
Maruti Zen LX,Maruti,2002,2.4181651164683835,30000,True,True,True,3,17.3,993.0,0.0,5.0
Maruti Ritz LDi,Maruti,2016,2.5571668309410573,60000,False,True,True,3,23.2,1248.0,0.0,5.0
Honda City 1.5 GXI CVT,Honda,2005,2.5200498461606777,90000,True,True,False,2,0.0,1248.0,,5.0
Maruti Swift VDI BSIV,Maruti,2014,2.561855688375752,65000,False,True,True,1,25.2,1248.0,0.0,5.0
Maruti Celerio ZXI,Maruti,2014,2.5409388178099594,48000,True,True,True,1,23.1,998.0,0.0,5.0
Hyundai Grand i10 Magna,Hyundai,2016,2.5467609805721936,65300,True,True,True,2,18.9,1197.0,0.0,5.0
Hyundai i20 1.2 Asta Dual Tone,Hyundai,2018,2.5881162238935986,40000,True,True,True,1,18.6,1197.0,0.0,5.0
Chevrolet Beat Diesel,Chevrolet,2012,2.4591825218108685,60000,False,True,True,2,25.44,936.0,0.0,5.0
Maruti Alto K10 2010-2014 VXI,Maruti,2012,2.5019335857292173,70000,True,True,True,2,20.92,998.0,0.0,5.0
Maruti Alto LXi BSIII,Maruti,2008,2.443470357682056,70000,True,True,True,3,19.7,796.0,0.0,5.0
Hyundai Grand i10 CRDi Asta,Hyundai,2014,2.5467609805721936,70000,False,True,True,2,24.0,1120.0,0.0,5.0
Maruti Alto LXi,Maruti,2006,2.4292535613892587,150000,True,True,True,2,19.7,796.0,0.0,5.0
Maruti Alto K10 VXI Optional,Maruti,2019,2.5569727592721456,10000,True,True,True,1,23.95,998.0,0.0,5.0
Hyundai Verna 1.6 CRDI,Hyundai,2014,2.5855648807028477,56000,False,True,True,1,22.32,1582.0,0.0,5.0
Datsun RediGO T Option,Datsun,2017,2.5319203323418096,30000,True,True,True,1,22.7,799.0,0.0,5.0
Hyundai Grand i10 Magna,Hyundai,2014,2.553182438920822,50000,True,True,True,2,18.9,1197.0,0.0,5.0
Ford Figo Diesel EXI,Ford,2010,2.5019335857292173,120000,False,True,True,1,20.0,1399.0,0.0,5.0
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2017,2.5743179027663876,27500,True,True,True,1,18.9,1197.0,0.0,5.0
Maruti Ertiga VDI,Maruti,2012,2.577302290276007,73000,False,True,True,1,20.77,1248.0,0.0,7.0
Maruti Swift Dzire VDI,Maruti,2017,2.5941143287542214,75000,False,True,True,1,26.59,1248.0,0.0,5.0
Renault KWID Climber 1.0 MT,Renault,2018,2.553182438920822,5000,True,True,True,1,23.01,999.0,0.0,5.0
Maruti Swift Dzire VDI,Maruti,2015,2.577302290276007,70000,False,True,True,1,26.59,1248.0,0.0,5.0
Maruti Swift Dzire VDI,Maruti,2015,2.5893578198276077,60000,False,True,True,1,26.59,1248.0,0.0,5.0
Maruti Wagon R LXI,Maruti,2004,2.4292535613892587,110000,True,True,True,1,18.9,998.0,0.0,5.0
Renault Duster 85PS Diesel RxL Optional,Renault,2013,2.5727771532544006,95000,False,True,True,1,20.46,1461.0,0.0,5.0
Hyundai EON Era Plus,Hyundai,2015,2.5133183736803275,34000,True,True,True,2,21.1,814.0,0.0,5.0
Hyundai Grand i10 Sportz,Hyundai,2015,2.5592677471362824,25000,True,True,True,1,18.9,1197.0,0.0,5.0
Toyota Etios Cross 1.4L GD,Toyota,2014,2.5815548399062984,31000,False,True,True,1,23.59,1364.0,0.0,5.0
Maruti Ritz VXi (ABS) BS IV,Maruti,2011,2.4977224546738777,47000,True,True,True,1,18.5,1197.0,0.0,5.0
Hyundai Santro Magna AMT BSIV,Hyundai,2019,2.574165326942538,5000,True,True,False,1,20.3,1086.0,0.0,5.0
Maruti Eeco 7 Seater Standard BSIV,Maruti,2018,2.5485297728095646,44000,True,True,True,1,15.37,1196.0,0.0,7.0
Toyota Etios Diesel TRD Sportivo,Toyota,2012,2.528554758496723,120000,False,True,True,2,23.59,1364.0,0.0,5.0
Fiat Grande Punto EVO 1.3 Active,Fiat,2014,2.539716459069636,39395,False,True,True,1,21.2,1248.0,0.0,5.0
Renault Fluence 1.5,Renault,2013,2.5855648807028477,67000,False,True,True,2,20.4,1461.0,0.0,5.0
Honda City VX CVT,Honda,2019,2.6446044034310914,20000,True,True,False,1,17.4,1497.0,0.0,5.0
Honda Amaze VX i-DTEC,Honda,2018,2.61176971949721,40000,False,True,True,1,25.8,1498.0,0.0,5.0
Toyota Corolla AE,Toyota,2004,2.4885295554686895,120000,True,True,True,2,13.4,1794.0,0.0,5.0
Toyota Fortuner 4x4 MT,Toyota,2014,2.663480833457408,80000,False,True,True,2,12.55,2982.0,0.0,7.0
Hyundai Santro Sportz BSIV,Hyundai,2018,2.5727771532544006,7000,True,True,True,1,20.3,1086.0,0.0,5.0
Mahindra XUV500 W4,Mahindra,2018,2.629317243041716,15000,False,True,True,1,16.0,2179.0,0.0,7.0
Chevrolet Beat LT,Chevrolet,2016,2.5059228222784604,50000,True,True,True,1,18.6,1199.0,0.0,5.0
Mahindra Scorpio Intelli Hybrid S10,Mahindra,2016,2.641814532840189,30000,False,True,True,1,15.4,2179.0,0.0,7.0
Maruti Swift VDI,Maruti,2012,2.539716459069636,120000,False,True,True,2,22.9,1248.0,0.0,5.0
Chevrolet Optra Magnum 2.0 LT,Chevrolet,2012,2.5571668309410573,64000,False,True,True,1,16.52,1991.0,0.0,5.0
Maruti Ritz VDi,Maruti,2013,2.539716459069636,120000,False,True,True,1,23.2,1248.0,0.0,5.0
Toyota Corolla Altis Diesel D4DG,Toyota,2012,2.5881162238935986,85000,False,True,True,1,21.43,1364.0,0.0,5.0
Maruti Alto K10 2010-2014 VXI,Maruti,2012,2.527688832016328,50000,True,True,True,1,20.92,998.0,0.0,5.0
Maruti Alto LXi,Maruti,2009,2.4885295554686895,59000,True,True,True,2,19.7,796.0,0.0,5.0
Chevrolet Beat Diesel LT,Chevrolet,2012,2.4808300513990016,98000,False,True,True,1,25.44,936.0,0.0,5.0
Tata Indica Vista Quadrajet LS,Tata,2012,2.516760082909491,70000,False,True,True,1,0.0,1248.0,0.0,5.0
Tata Indica Vista Quadrajet LS,Tata,2012,2.516760082909491,70000,False,True,True,1,0.0,1248.0,0.0,5.0
Maruti Swift VDI BSIV,Maruti,2011,2.539716459069636,120000,False,True,True,2,0.0,1248.0,,5.0
Renault Duster 85PS Diesel RxL Plus,Renault,2015,2.590577723994124,140000,False,True,True,2,20.45,1461.0,0.0,5.0
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,2017,2.5787485010290228,50000,True,True,True,1,18.9,1197.0,0.0,5.0
Toyota Etios Liva VD,Toyota,2015,2.5815548399062984,40000,False,True,True,1,23.59,1364.0,0.0,5.0
Honda City i DTEC SV,Honda,2014,2.5881162238935986,90000,False,True,True,1,26.0,1498.0,0.0,5.0
Mahindra XUV500 W4,Mahindra,2014,2.593999292065662,117000,False,True,True,3,15.1,2179.0,0.0,7.0
Honda City i DTEC SV,Honda,2014,2.5911797685507985,90000,False,True,True,1,26.0,1498.0,0.0,5.0
Chevrolet Spark 1.0 PS,Chevrolet,2010,2.462666921556555,70000,True,True,True,1,16.0,995.0,0.0,5.0
Chevrolet Tavera Neo 3 LS 9 Str BSIII,Chevrolet,2009,2.535921880753673,230000,False,True,True,2,13.58,2499.0,0.0,9.0
